Reporting Period,Project Number,Legacy Project Number,City
5/30/21,204516,,Rochester
5/30/21,154792,,Port Jervis
5/30/21,20582,5098-52720,Hicksville
5/30/21,63496,5128-96131,Austerlitz
5/30/21,105250,,New City
5/30/21,43812,5142-90805-GJ,Amityville
5/30/21,158881,,Staten Island
5/30/21,87446,,Queens
5/30/21,64657,5397-99541,Buskirk
5/30/21,174844,,Watervliet
5/30/21,20274,5156-52228,North Bellmore
5/30/21,78434,,Schenevus
5/30/21,39500,5159-71170,Medford
5/30/21,121998,,Ossining
5/30/21,8106,5159-70099,West Sayville
5/30/21,278544,,Jamaica
5/30/21,173356,,Brooklyn
5/30/21,7588,4968-64110,Oceanside
5/30/21,46406,4502-100994,Queens Village
5/30/21,46049,4704-97141,Monroe
5/30/21,46120,4704-80113,Deer Park
5/30/21,63537,4704-94949,Lynbrook
5/30/21,119290,,Herkimer
5/30/21,278059,,Queens
5/30/21,37140,4704-70342,Hartsdale
5/30/21,2014-651014-Sola,,Wyandanch
5/30/21,246502,,Brooklyn
5/30/21,59200,4704-79718,Newburgh
5/30/21,75734,,Queens
5/30/21,44592,4704-92460,Saratoga Springs
5/30/21,217524,,Rochester
5/30/21,120167,,Brooklyn
5/30/21,48264,4704-102147,Amsterdam
5/30/21,98473,,Staten Island
5/30/21,242821,,Brooklyn
5/30/21,33275,4704-59969,Valley Stream
5/30/21,54031,4629-63311-GJ,Hicksville
5/30/21,58729,5347-78385,Staten Island
5/30/21,161019,,Brooklyn
5/30/21,63583,5321-95806,Woodbury
5/30/21,2014-663111-Sola,,Babylon
5/30/21,45147,5138-94275,Hastings
5/30/21,159194,,Port Chester
5/30/21,113175,,Brooklyn
5/30/21,73038,,Brooklyn
5/30/21,42864,5098-87034,Ossining
5/30/21,203046,,West Falls
5/30/21,58724,4704-78411,Mahopac
5/30/21,175839,,Eggertsville
5/30/21,89356,,Queens
5/30/21,187985,,Staten Island
5/30/21,148643,,Queens
5/30/21,119030,,KIRKVILLE
5/30/21,213519,,Buffalo
5/30/21,119743,,Brooklyn
5/30/21,209227,,Queens
5/30/21,94485,,Amherst
5/30/21,67223,5081-63298-GJ,Lake Ronkonkoma
5/30/21,168518,,Elmsford
5/30/21,301851,,Staten Island
5/30/21,99213,,Delanson
5/30/21,120863,,Staten Island
5/30/21,223472,,Queens
5/30/21,40544,4704-80243,Valley Stream
5/30/21,121482,,Brooklyn
5/30/21,44185,4704-91255,Middletown
5/30/21,77801,,Yonkers
5/30/21,49692,4944-89174,East Meadow
5/30/21,36730,4629-69648-GJ,Wantagh
5/30/21,120208,,Bronx
5/30/21,54777,4704-65302,Holbrook
5/30/21,286331,,Dobbs Ferry
5/30/21,2014-660973-Sola,,Wyandanch
5/30/21,34847,4564-64173,Franklin Square
5/30/21,2014-655048-Sola,,Kings Park
5/30/21,186436,,Buffalo
5/30/21,7294,4704-60392,Bay Shore
5/30/21,122879,,Niskayuna
5/30/21,64976,5097-100781,Eden
5/30/21,221428,,Queens
5/30/21,40640,4704-80471,Schenectady
5/30/21,78937,,Beacon
5/30/21,157844,,Brooklyn
5/30/21,188621,,Jamaica
5/30/21,189476,,Clinton Corners
5/30/21,215788,,Staten Island
5/30/21,127665,,Brooklyn
5/30/21,221128,,Buffalo
5/30/21,41462,4355-75560-GJ,Franklin Square
5/30/21,45304,4704-94426,Amsterdam
5/30/21,203155,,Willow
5/30/21,92278,,Brooklyn
5/30/21,103022,,Haines Fls
5/30/21,59260,4704-80195,Amityville
5/30/21,67271,4154-68150,Amagansett
5/30/21,67183,4154-60385,Bridgehampton
5/30/21,231375,,Queens
5/30/21,303153,,Staten Island
5/30/21,111125,,Spring Valley
5/30/21,48658,5347-415,Rosedale
5/30/21,72601,,Queens
5/30/21,83047,,Utica
5/30/21,190358,,Middletown
5/30/21,37259,4355-68926-GJ,Nesconset
5/30/21,30702,4376-52992-GJ,Long Beach
5/30/21,50230,4160-61821,Southampton
5/30/21,30925,5159-53385,Babylon
5/30/21,95367,,Ithaca
5/30/21,9976,4355-91352-GJ,East Patchogue
5/30/21,63969,4704-96510,Middletown
5/30/21,19575,4704-51220,Coeymans Hollow
5/30/21,180549,,Lancaster
5/30/21,128734,,Bronx
5/30/21,90555,,Peekskill
5/30/21,70972,,Brooklyn
5/30/21,253980,,Wurtsboro
5/30/21,65489,4944-101313,Queens Village
5/30/21,60864,4704-85556,Troy
5/30/21,31787,4376-56987-GJ,Lynbrook
5/30/21,2014-658636-Sola,,Lake Ronkonkoma
5/30/21,7384,5159-62596,Levittown
5/30/21,197907,,Bronx
5/30/21,217349,,Brooklyn
5/30/21,56443,5098-70437,Patchogue
5/30/21,42215,5137-84131,Monroe
5/30/21,208136,,Brooklyn
5/30/21,228193,,Brooklyn
5/30/21,45334,5373-95542,Highland
5/30/21,228459,,Rosedale
5/30/21,45916,4944-96836,Saint Albans
5/30/21,82440,,Yonkers
5/30/21,71845,,S Richmond HL
5/30/21,258414,,East Aurora
5/30/21,277419,,Yonkers
5/30/21,65744,4758-102501,Pine Bush
5/30/21,61423,5098-87341,West Nyack
5/30/21,48395,4704-102387,Mount Vernon
5/30/21,100562,,Queens
5/30/21,16316,4704-47447,Westbury
5/30/21,281934,,New Rochelle
5/30/21,41901,4376-84735-GJ,Levittown
5/30/21,268514,,Brooklyn
5/30/21,54044,4376-63253-GJ,Huntington
5/30/21,57115,4704-71825,Wappingers Falls
5/30/21,77265,,Newburgh
5/30/21,82037,,South Ozone Park
5/30/21,95823,,Queens
5/30/21,230711,,Yorktown Heights
5/30/21,176301,,VALLEY COTTAGE
5/30/21,47172,5159-84186,Wantagh
5/30/21,97091,,BROOKLYN
5/30/21,2014-665447-Sola,,Deer Park
5/30/21,183582,,Brooklyn
5/30/21,19915,4704-55431,Massapequa
5/30/21,39366,4154-77857-GJ,Wantagh
5/30/21,2014-639931-Sola,,Westbury
5/30/21,88546,,Rainbow Lake
5/30/21,32062,5098-56964,Ronkonkoma
5/30/21,41225,5140-73415-GJ,Plainview
5/30/21,231543,,St Albans
5/30/21,9550,5320-84301,Elmont
5/30/21,278713,,Staatsburg
5/30/21,210037,,Queens
5/30/21,8826,4355-80025-GJ,Farmingdale
5/30/21,176908,,Saratoga Springs
5/30/21,63237,4704-93864,New Hyde Park
5/30/21,104556,,Brooklyn
5/30/21,308900,,Ossining
5/30/21,232375,,Brooklyn
5/30/21,9172,4704-80954,Hartsdale
5/30/21,203607,,Bronx
5/30/21,65830,4116-102816,Buffalo
5/30/21,178875,,Staten Island
5/30/21,217690,,Suffern
5/30/21,36168,4874-68643,Oceanside
5/30/21,264838,,Newburgh
5/30/21,261708,,Forest Hills
5/30/21,63342,4704-94284,Loudonville
5/30/21,110746,,Staten Island
5/30/21,110104,,HECTOR
5/30/21,255701,,Lyndonville
5/30/21,57730,4704-73379,Merrick
5/30/21,249690,,Buffalo
5/30/21,209839,,Brooklyn
5/30/21,151495,,Albany
5/30/21,185244,,Queens
5/30/21,58911,5245-98377,Jamaica
5/30/21,234000,,Queens
5/30/21,40982,4704-80985,Hagaman
5/30/21,159362,,Queens
5/30/21,103286,,BROOKLYN
5/30/21,19383,4704-50679,Hewlett
5/30/21,70576,,Bronx
5/30/21,91324,,Brooklyn
5/30/21,225383,,Poughkeepsie
5/30/21,231240,,South Ozone Park
5/30/21,222225,,Hastings on Hudson
5/30/21,211205,,Washingtonville
5/30/21,53842,5098-62741,Holtsville
5/30/21,2014-655002-Sola,,West Babylon
5/30/21,303332,,Brooklyn
5/30/21,234679,,Brooklyn
5/30/21,183878,,Queens
5/30/21,8159,4704-69966,Sayville
5/30/21,118142,,Ithaca
5/30/21,159695,,Cortlandt Manor
5/30/21,112000,,Albany
5/30/21,51152,4355-96345,Blue Point
5/30/21,229577,,Jamaica
5/30/21,111409,,Tonawanda
5/30/21,56272,4704-70066,Levittown
5/30/21,206526,,Brooklyn
5/30/21,303711,,Queens Village
5/30/21,222148,,Spring Valley
5/30/21,306733,,Jamaica
5/30/21,258509,,Peekskill
5/30/21,209343,,Brooklyn
5/30/21,2014-654539-Sola,,Atlantic Beach
5/30/21,58789,5098-79940,Ridgewood
5/30/21,147074,,YONKERS
5/30/21,163917,,Queens
5/30/21,9026,4704-80177,Westhampton Beach
5/30/21,2014-645262-Sola,,Melville
5/30/21,88502,,Queens
5/30/21,210226,,BROOKLYN
5/30/21,104955,,Springfield Gardens
5/30/21,61997,5293-88961,West Monroe
5/30/21,98982,,Staten Island
5/30/21,131952,,Brooklyn
5/30/21,30846,5098-53129,Huntington Station
5/30/21,55937,4376-69646-GJ,Island Park
5/30/21,105369,,Tonawanda
5/30/21,167038,,Delmar
5/30/21,171198,,Yonkers
5/30/21,116646,,Liverpool
5/30/21,62758,4704-92320,Monroe
5/30/21,83105,,Brooklyn
5/30/21,179849,,QUEENS
5/30/21,7657,4355-67468,Jericho
5/30/21,40584,4968-72124,Freehold
5/30/21,10011,4704-90661,White Plains
5/30/21,166154,,South Richmond Hill
5/30/21,291419,,Queens
5/30/21,273005,,Brooklyn
5/30/21,178688,,Brooklyn
5/30/21,79907,,Yonkers
5/30/21,156853,,Brooklyn
5/30/21,94422,,Brooklyn
5/30/21,175986,,Staten Island
5/30/21,212593,,Brooklyn
5/30/21,117493,,Beacon
5/30/21,57888,5293-75538-GJ,Huntington
5/30/21,58788,4944-79238,West Islip
5/30/21,43292,4704-89464,Valley Stream
5/30/21,89900,,Brooklyn
5/30/21,278909,,Staten Island
5/30/21,306647,,Middletown
5/30/21,55606,5198-77699XXJW-GJ,Smithtown
5/30/21,10333,4376-96553,Holtsville
5/30/21,209239,,Queens
5/30/21,259047,,Hartsdale
5/30/21,225326,,Queens Village
5/30/21,228556,,Staten Island
5/30/21,221965,,JAMAICA
5/30/21,239723,,New City
5/30/21,7250,4704-59713,Farmingdale
5/30/21,80522,,Bronx
5/30/21,180913,,Staten Island
5/30/21,75012,,Staten Island
5/30/21,17960,4704-47930,Jericho
5/30/21,31211,5137-53940,Massapequa
5/30/21,88354,,Queens
5/30/21,302992,,Newburgh
5/30/21,73153,,Staten Island
5/30/21,175472,,Queens
5/30/21,117228,,Queens
5/30/21,217955,,Queens
5/30/21,8200,4742-70076-GJ,Bay Shore
5/30/21,28732,4704-48596,Schenectady
5/30/21,210623,,Queens
5/30/21,157838,,Brooklyn
5/30/21,64470,4978-100066,Mount Vernon
5/30/21,74850,,Rossie
5/30/21,51065,4355-96329-GJ,Blue Point
5/30/21,284038,,Cortlandt Manor
5/30/21,44402,4704-92177,Medford
5/30/21,218815,,Troy
5/30/21,64980,4944-100109,Howard Beach
5/30/21,10715,4704-102489,Schenectady
5/30/21,29032,4704-49065,Valley Stream
5/30/21,96162,,Queens
5/30/21,54468,4154-64532-GJ,Massapequa Park
5/30/21,287017,,New Windsor
5/30/21,41419,4704-82757,Poughkeepsie
5/30/21,43520,4704-89693,Floral Park
5/30/21,59656,4154-81438,Baldwin
5/30/21,114715,,MOHEGAN LAKE
5/30/21,302576,,Saint Albans
5/30/21,234675,,Flushing
5/30/21,160572,,Queens
5/30/21,152301,,NEW ROCHELLE
5/30/21,181571,,HOLLIS
5/30/21,241622,,Flushing
5/30/21,46794,4704-99085,Bronx
5/30/21,128939,,Brooklyn
5/30/21,45741,4704-96224,Holbrook
5/30/21,73453,,Spencerport
5/30/21,208439,,WHITE PLAINS
5/30/21,230360,,White Plains
5/30/21,196554,,Brooklyn
5/30/21,270561,,Chappaqua
5/30/21,60134,5098-86087,Lake Katrine
5/30/21,171409,,Yonkers
5/30/21,43826,4154-90452-GJ,East Meadow
5/30/21,106555,,Flushing
5/30/21,20844,5098-53369,North Bellmore
5/30/21,80463,,Fresh Meadows
5/30/21,306997,,Staten Island
5/30/21,31419,5098-54600,Central Islip
5/30/21,229789,,Queens
5/30/21,172594,,Staten Island
5/30/21,189553,,Woodhaven
5/30/21,36734,5194-69963-GJ,Selden
5/30/21,53522,4704-61778,Summit
5/30/21,119196,,Jamaica
5/30/21,79773,,Brooklyn
5/30/21,186855,,Brooklyn
5/30/21,8252,5155-81085,Bay Shore
5/30/21,103607,,Kenmore
5/30/21,2014-653693-Sola,,Wheatley Heights
5/30/21,28949,4968-48841,Dix Hills
5/30/21,101569,,Jamaica
5/30/21,176477,,Jamaica
5/30/21,120582,,Buffalo
5/30/21,205807,,SPRING VALLEY
5/30/21,61334,4976-88618,Buffalo
5/30/21,60110,4944-84449,East Northport
5/30/21,90206,,Yonkers
5/30/21,106119,,Queens
5/30/21,28924,4704-48754,Elmont
5/30/21,7904,4704-67397,Plainview
5/30/21,261687,,East Chatham
5/30/21,47970,4944-101728,Yonkers
5/30/21,2014-648156-Sola,,Wyandanch
5/30/21,9766,4944-88282,Farmingdale
5/30/21,83897,,Albany
5/30/21,136030,,Brooklyn
5/30/21,260346,,Brooklyn
5/30/21,157479,,Mamaroneck
5/30/21,79069,,Bronx
5/30/21,71867,,Gloversville
5/30/21,46627,4976-99452,Savannah
5/30/21,29731,4704-50676,Brentwood
5/30/21,213435,,SAINT ALBANS
5/30/21,91113,,Nanuet
5/30/21,50366,5181-90870,Westbury
5/30/21,216206,,Newburgh
5/30/21,302031,,Forest Hills
5/30/21,156247,,Bardonia
5/30/21,158128,,Grand Island
5/30/21,88586,,Brooklyn
5/30/21,39599,4704-78114,Lynbrook
5/30/21,81783,,Staten Island
5/30/21,190480,,MAMARONECK
5/30/21,121279,,S Ozone Park
5/30/21,278417,,Bronx
5/30/21,305508,,Buffalo
5/30/21,94268,,Craryville
5/30/21,306205,,Brooklyn
5/30/21,38968,4704-69520,Coram
5/30/21,281673,,Bronx
5/30/21,48430,4355-84703,East Islip
5/30/21,78479,,Cortlandt
5/30/21,56542,4704-70671,Clifton Park
5/30/21,116170,,Queens
5/30/21,7251,4704-59703,Uniondale
5/30/21,206181,,Rochester
5/30/21,166484,,Brooklyn
5/30/21,203087,,Queens
5/30/21,234397,,Queens
5/30/21,213369,,Staten Island
5/30/21,49694,4355-90850-GJ,Hicksville
5/30/21,283069,,Valhalla
5/30/21,48071,5171-101952,Brooklyn
5/30/21,60816,4704-84144,Middletown
5/30/21,40778,4704-80857,Middletown
5/30/21,39279,4629-77823-GJ,West Babylon
5/30/21,187993,,Hartsdale
5/30/21,161239,,Yonkers
5/30/21,46057,4704-97144,Middletown
5/30/21,8452,4704-73016,West Hempstead
5/30/21,2014-655477-Sola,,New Hyde Park
5/30/21,19162,4968-53920,Farmingdale
5/30/21,32601,4704-60771,Valley Stream
5/30/21,81091,,Newburgh
5/30/21,92223,,Queens
5/30/21,87501,,Troy
5/30/21,121608,,Queens Vlg
5/30/21,56072,5170-71636,Bay Port
5/30/21,106631,,Ellisburg
5/30/21,51012,4355-94512-GJ,Holbrook
5/30/21,112919,,Fredonia
5/30/21,33581,4116-61720-GJ,Dewittville
5/30/21,81085,,Poughkeepsie
5/30/21,83798,,Queens
5/30/21,184842,,Middletown
5/30/21,69588,,Fresh Meadows
5/30/21,73242,,Webster
5/30/21,62986,4704-93116,Cohoes
5/30/21,240041,,Sloatsburg
5/30/21,9767,4794-97518,Brooklyn
5/30/21,59349,4704-80332,Fishkill
5/30/21,167250,,Staten Island
5/30/21,74923,,Jamaica
5/30/21,66134,4704-946,Schenectady
5/30/21,45669,4704-95756,Warwick
5/30/21,51076,5247-95710,Vestal
5/30/21,63766,5321-96591,Island Park
5/30/21,310380,,Brooklyn
5/30/21,46565,4704-98765,Schenectady
5/30/21,194728,,Jamaica
5/30/21,47626,4704-82338,Massapequa
5/30/21,51500,5159-101947,Brooklyn
5/30/21,116665,,CONGERS
5/30/21,153014,,Staten Island
5/30/21,104340,,STATEN ISLAND
5/30/21,8801,5159-79504,Babylon
5/30/21,163620,,"Staten Island,"
5/30/21,288165,,South Richmond Hill
5/30/21,67877,,Troy
5/30/21,68801,,Herkimer
5/30/21,163141,,Queens
5/30/21,2014-661553-Sola,,Huntington
5/30/21,226532,,Clintondale
5/30/21,46440,4944-99738,New Windsor
5/30/21,54722,4376-65267,Sayville
5/30/21,2013-539832-Sola,,Massapequa
5/30/21,84402,,Hopewell Jct
5/30/21,152366,,Flushing
5/30/21,262220,,Grand Island
5/30/21,63269,4944-93891,Jamaica
5/30/21,160062,,Blasdell
5/30/21,2013-636785-Sola,,Northport
5/30/21,216852,,Queens
5/30/21,243916,,Flushing
5/30/21,297736,,Staten Island
5/30/21,258060,,BRONX
5/30/21,162489,,Staten Island
5/30/21,110567,,Kingston
5/30/21,292589,,St Albans
5/30/21,43867,5297-90474,Sound Beach
5/30/21,108496,,South Salem
5/30/21,139215,,Queens
5/30/21,239551,,Rochester
5/30/21,33026,5247-59482,Ithaca
5/30/21,167412,,Rochester
5/30/21,71756,,Jamaica
5/30/21,2014-640179-Sola,,Copiague
5/30/21,2014-655469-Sola,,Coram
5/30/21,253546,,Lexington
5/30/21,82307,,Clifton Park
5/30/21,127810,,Brooklyn
5/30/21,35665,4433-66239-GJ,Medford
5/30/21,118905,,Bronx
5/30/21,184940,,Whitestone
5/30/21,43753,4704-89942,Malverne
5/30/21,53935,5209-64761,Massapequa Park
5/30/21,127623,,VALHALLA
5/30/21,106771,,Staten Island
5/30/21,70741,,Port Chester
5/30/21,97428,,Brewster
5/30/21,220355,,Bronx
5/30/21,62514,4704-91260,Valley Cottage
5/30/21,163236,,Ossining
5/30/21,269249,,Springfield Gardens
5/30/21,37840,4604-72683,Feura Bush
5/30/21,20393,5140-52356,Bellmore
5/30/21,51348,5159-100082,Queens Village
5/30/21,166621,,Queens
5/30/21,74728,,Queens
5/30/21,288950,,Sleepy Hollow
5/30/21,214893,,Brooklyn
5/30/21,183041,,QUEENS
5/30/21,38354,4704-73356,Riverhead
5/30/21,45679,5098-95759,Nyack
5/30/21,230841,,Bronx
5/30/21,68015,,staten island
5/30/21,37031,4629-72774-GJ,Sag harbor
5/30/21,90261,,Flushing
5/30/21,10640,5336-101976,Schenectady
5/30/21,77714,,Valley Cottage
5/30/21,206082,,Bronx
5/30/21,266426,,Springfield Gardens
5/30/21,180504,,YONKERS
5/30/21,98726,,Staten Island
5/30/21,83758,,Queens
5/30/21,35387,5170-67255,Manorville
5/30/21,209631,,Floral Park
5/30/21,243792,,Flushing
5/30/21,43731,4704-89277,Durham
5/30/21,96362,,Ozone Park
5/30/21,266021,,Middletown
5/30/21,213047,,Buffalo
5/30/21,102243,,Bronx
5/30/21,252526,,Pine Bush
5/30/21,73854,,YONKERS
5/30/21,101930,,Highland
5/30/21,44266,5397-93454,Albany
5/30/21,50597,4978-90924XXJW,Manorville
5/30/21,92453,,Wappingers Falls
5/30/21,225521,,Bronx
5/30/21,204378,,Staten Island
5/30/21,76053,,Staten Island
5/30/21,62078,4590-89810,Lodi
5/30/21,57251,4704-72315,Gansevoort
5/30/21,270664,,Freehold
5/30/21,77150,,Latham
5/30/21,209747,,Queens
5/30/21,313580,,Corona
5/30/21,181559,,Lockport
5/30/21,90952,,Congers
5/30/21,33928,4877-62696,Binghamton
5/30/21,46818,4704-99132,Troy
5/30/21,165280,,QUEENS
5/30/21,90911,,Ridgewood
5/30/21,249101,,Staten Island
5/30/21,109463,,SCHENECTADY
5/30/21,6747,4704-53696,Gloversville
5/30/21,170369,,Jamaica
5/30/21,215467,,Queens
5/30/21,156608,,Staten Island
5/30/21,62039,4376-90404-GJ,Massapequa Park
5/30/21,28650,4376-49052,Bellmore
5/30/21,310580,,Wallkill
5/30/21,51524,5159-102696,Brooklyn
5/30/21,61079,4704-85945,Chester
5/30/21,61081,4704-86667,Patchogue
5/30/21,213688,,Cherry Valley
5/30/21,268909,,Staten Island
5/30/21,84359,,New City
5/30/21,116143,,Forest Hills
5/30/21,250782,,Rock Hill
5/30/21,28632,5156-50286,Huntington
5/30/21,48641,5347-102785,Jamaica
5/30/21,20126,5155-58026,Dix Hills
5/30/21,115271,,Kingston
5/30/21,121889,,Buffalo
5/30/21,47646,4704-100812,Schenectady
5/30/21,34366,4704-63729,Malverne
5/30/21,206952,,Stony Point
5/30/21,248630,,Flushing
5/30/21,103079,,Queens
5/30/21,204736,,Staten Island
5/30/21,154271,,Cheektowaga
5/30/21,9535,4355-87477-GJ,Kings Park
5/30/21,38791,5097-76751,buffalo
5/30/21,73435,,Stephentown
5/30/21,121243,,Queens
5/30/21,103872,,Rochester
5/30/21,217057,,New Rochelle
5/30/21,72080,,Queens
5/30/21,101444,,Queens
5/30/21,307889,,Bronx
5/30/21,32313,5098-57454,Smithtown
5/30/21,48161,5438-102088,Cortlandt Manor
5/30/21,42863,4704-87164,Albany
5/30/21,39875,5098-80033,Bohemia
5/30/21,40445,4704-79900,Valley Cottage
5/30/21,164602,,Brooklyn
5/30/21,183557,,Oakland Gardens
5/30/21,72456,,Watervliet
5/30/21,111952,,Rensselaer
5/30/21,187020,,Queens
5/30/21,45927,4978-97440,Latham
5/30/21,168057,,Brooklyn
5/30/21,315263,,Mohegan Lake
5/30/21,64591,4758-99410,Walden
5/30/21,117346,,Endicott
5/30/21,57781,4376-80011-GJ,Island Park
5/30/21,298784,,Peekskill
5/30/21,48215,4704-102106,Porter Corners
5/30/21,47892,4704-101279,Montgomery
5/30/21,60155,4376-84489-GJ,Deer Park
5/30/21,165493,,Flushing
5/30/21,2014-646205-Sola,,Huntington Station
5/30/21,217531,,Pittsford
5/30/21,207565,,Laurelton
5/30/21,29597,4704-50450,Valley Stream
5/30/21,265459,,Jamaica
5/30/21,38957,5098-83833,Jamaica
5/30/21,55780,4704-68561,Sleepy Hollow
5/30/21,48539,4704-83554,Olivebridge
5/30/21,42539,4704-86615,Coram
5/30/21,52502,5098-58327,Selden
5/30/21,67345,4154-76993,Eastport
5/30/21,162155,,Staten Island
5/30/21,118786,,Middletown
5/30/21,300322,,Staten Island
5/30/21,175544,,Queens
5/30/21,50876,4355-92791-GJ,Centerport
5/30/21,78993,,Rensselaer
5/30/21,65794,4944-102119,Brooklyn
5/30/21,216977,,Bronx
5/30/21,7103,4704-57228,Westbury
5/30/21,165007,,OSSINING
5/30/21,46856,4704-99280,Brewster
5/30/21,49813,5159-89578,Ronkonkoma
5/30/21,108067,,Keene
5/30/21,171533,,Staten Island
5/30/21,63055,5098-93374,Wappingers Falls
5/30/21,84301,,Brooklyn
5/30/21,248784,,Jamaica
5/30/21,114532,,Brooklyn
5/30/21,212966,,Staten Island
5/30/21,114983,,Yonkers
5/30/21,97642,,Highland Falls
5/30/21,301575,,Newburgh
5/30/21,260932,,Binghamton
5/30/21,143824,,Brooklyn
5/30/21,214513,,Poughkeepsie
5/30/21,213883,,Little Neck
5/30/21,36189,4355-67930-GJ,Lynbrook
5/30/21,302317,,Flushing
5/30/21,159488,,Staten Island
5/30/21,16586,4704-44623,Poughkeepsie
5/30/21,151050,,Queens Village
5/30/21,60910,4704-86383,Elmont
5/30/21,104398,,Staten Island
5/30/21,128036,,Queens
5/30/21,94978,,White Plains
5/30/21,59663,4704-81044,Middletown
5/30/21,10707,4260-102817,Heuvelton
5/30/21,44389,4629-92814-GJ,Islip
5/30/21,72820,,Brooklyn
5/30/21,58180,5023-83003,Staten Island
5/30/21,92567,,Staten Island
5/30/21,289036,,Yorktown Heights
5/30/21,174300,,Yorktown Heights
5/30/21,66061,5397-893,Gloversville
5/30/21,231599,,New Windsor
5/30/21,164759,,Brooklyn
5/30/21,94706,,Mount Vernon
5/30/21,300713,,New Rochelle
5/30/21,28488,5159-50593,East Patchogue
5/30/21,107873,,Brooklyn
5/30/21,48443,4355-86329,Patchogue
5/30/21,249393,,Laurelton
5/30/21,259780,,Horseheads
5/30/21,43576,4944-90857,Copiague
5/30/21,186612,,Hamlin
5/30/21,172613,,BRONX
5/30/21,69784,,Cold Spring
5/30/21,56257,5293-71148-GJ,West Islip
5/30/21,75849,,Rensselaer
5/30/21,17343,4704-46389,Scotia
5/30/21,2010-147391-SLPR,,Amagansett
5/30/21,43939,5330-90239,Brooklyn
5/30/21,62564,4704-91592,South Glens Falls
5/30/21,293415,,Schenectady
5/30/21,282563,,Queensbury
5/30/21,118141,,Lake George
5/30/21,59250,4704-80186,Levittown
5/30/21,45167,5273-93993,Brooklyn
5/30/21,110759,,Queens
5/30/21,81689,,New Paltz
5/30/21,226237,,Bronx
5/30/21,219605,,Brooklyn
5/30/21,76891,,LAURELTON
5/30/21,78471,,Brooklyn
5/30/21,163504,,Queens
5/30/21,115662,,Bronx
5/30/21,57302,5098-73285,Seaford
5/30/21,2014-666226-Sola,,Islip
5/30/21,78786,,Queens
5/30/21,75867,,Staten Island
5/30/21,116174,,Ridgewood
5/30/21,220752,,Bronx
5/30/21,7807,5159-66548,West Babylon
5/30/21,203121,,MONTROSE
5/30/21,57678,4154-73461,Dix Hills
5/30/21,103413,,Rochester
5/30/21,121957,,Queens
5/30/21,271702,,Jamaica
5/30/21,79721,,Queens
5/30/21,60814,5321-84305,Copiague
5/30/21,208955,,Queens
5/30/21,165271,,Queens
5/30/21,103315,,Tonawanda
5/30/21,313450,,New City
5/30/21,38878,5155-71051,Central Islip
5/30/21,47842,4944-101938,South Ozone Park
5/30/21,65650,4944-101749,Bronx
5/30/21,302306,,College Point
5/30/21,63791,4704-95898,Schenectady
5/30/21,47983,4704-101555,Highland Mills
5/30/21,75738,,Queens
5/30/21,91520,,New Windsor
5/30/21,164439,,Queens
5/30/21,116748,,Troy
